frame_idx,status,ok,missing,misplaced,extra,detections,homography_time_s,orientation_time_s,yolo_time_s,comparison_time_s,total_time_s,overlay,homography_debug,orientation_debug,components_csv,comparison_csv,message
1,FAIL,9,19,0,18,27,0.113,2.637,0.613,0.079,3.476,/workspace/results/gui_pcb_inspection/overlay/latest_result.jpg,/workspace/results/gui_pcb_inspection/debug/homography/latest_homography_debug.jpg,/workspace/results/gui_pcb_inspection/debug/orientation/latest_orientation_debug.jpg,/workspace/results/gui_pcb_inspection/components/latest_components.csv,/workspace/results/gui_pcb_inspection/comparison/latest_comparison.csv,
